"Node ID","Nickname","Latitude","Longitude","Node Parent","Base Volts","Base Current","Base Power","Configuration","RemoteControlAvailable","SegmentId","Upstream Connection","Downstream Connection","Phase","Nominal Feeder"
"25769803786","LoadTransformer, T5337619C","38.95203577","-104.6787211","","12470","5000","27500000","SXFM-715","false","","","","C","30064771113"
"25769803788","LoadTransformer, T5337619A","38.95203577","-104.6787211","","12470","5000","27500000","SXFM-717","false","","","","A","30064771113"
"8589934833","M1209774-221-242079","","","","12470","5000","27500000","LINE-154","false","","","","ABC","30064771113"
"8589934834","198-5320-221-311359","","","","12470","5000","27500000","LINE-155","false","","","","ABC","30064771113"
"8589934835","M1108381-P862322","","","","12470","5000","27500000","LINE-156","false","","","","ABC","30064771113"
"8589934836","M1186052-198-5320","","","","12470","5000","27500000","LINE-157","false","","","","ABC","30064771113"
"8589934837","P850080-221-311905","","","","12470","5000","27500000","LINE-158","false","","","","ABC","30064771113"
"8589934838","221-311905-L3215203","","","","12470","5000","27500000","LINE-159","false","","","","ABC","30064771113"
"25769803790","LoadTransformer, T227760024C","38.95162239","-104.6808137","","12470","5000","27500000","SXFM-33","false","","","","C","30064771113"
"25769803791","LoadTransformer, T227760024B","38.95162239","-104.6808137","","12470","5000","27500000","SXFM-35","false","","","","B","30064771113"
"25769803789","LoadTransformer, T227760024A","38.95162239","-104.6808137","","12470","5000","27500000","SXFM-47","false","","","","A","30064771113"
"8589934839","221-312488-M1089183","","","","12470","5000","27500000","LINE-160","false","","","","ABC","30064771113"
"8589934840","P850083-221-312488","","","","12470","5000","27500000","LINE-161","false","","","","ABC","30064771113"
"8589934841","221-311609-L2915542","","","","12470","5000","27500000","LINE-162","false","","","","ABC","30064771113"
"25769803792","LoadTransformer, T227921427A","38.95192367","-104.6811187","","12470","5000","27500000","SXFM-836","false","","","","A","30064771113"
"25769803794","LoadTransformer, T227921427C","38.95192367","-104.6811187","","12470","5000","27500000","SXFM-837","false","","","","C","30064771113"
"25769803793","LoadTransformer, T227921427B","38.95192367","-104.6811187","","12470","5000","27500000","SXFM-839","false","","","","B","30064771113"
"8589934842","M1009651-M1009650","","","","12470","5000","27500000","LINE-163","false","","","","ABC","30064771113"
"8589934843","L2925506-M1069438","","","","12470","5000","27500000","LINE-164","false","","","","ABC","30064771113"
"25769803795","LoadTransformer, T225533703C","38.94715744","-104.6667178","","12470","5000","27500000","SXFM-834","false","","","","C","30064771113"
"8589934844","M1069418-M1069417","","","","12470","5000","27500000","LINE-165","false","","","","ABC","30064771113"
"8589934845","L3104136-L2822872","","","","12470","5000","27500000","LINE-166","false","","","","ABC","30064771113"
"25769803796","LoadTransformer, T5338949B","38.95689104","-104.6551023","","12470","5000","27500000","SXFM-990","false","","","","B","30064771113"
"25769803797","LoadTransformer, T5338950B","38.95594479","-104.6559667","","12470","5000","27500000","SXFM-843","false","","","","B","30064771113"
"8589934846","M1069504-M1069500","","","","12470","5000","27500000","LINE-167","false","","","","ABC","30064771113"
"8589934847","M1026855-M1026861","","","","12470","5000","27500000","LINE-168","false","","","","ABC","30064771113"
"8589934848","M1069517-N1136367","","","","12470","5000","27500000","LINE-169","false","","","","ABC","30064771113"
"8589934849","M1047497-L3104136","","","","12470","5000","27500000","LINE-170","false","","","","ABC","30064771113"
"8589934850","L2745848-L2673308","","","","12470","5000","27500000","LINE-171","false","","","","ABC","30064771113"
"25769803798","LoadTransformer, T5337653B","38.95168914","-104.6639232","","12470","5000","27500000","SXFM-619","false","","","","B","30064771113"
"8589934851","N1136667-196-29519","","","","12470","5000","27500000","LINE-172","false","","","","ABC","30064771113"
"8589934852","L2876798-M1069457","","","","12470","5000","27500000","LINE-173","false","","","","ABC","30064771113"
"25769803799","LoadTransformer, T226193745B","38.94861703","-104.6663363","","12470","5000","27500000","SXFM-298","false","","","","B","30064771113"
"8589934853","L3197646-M1026851","","","","12470","5000","27500000","LINE-174","false","","","","ABC","30064771113"
"25769803800","LoadTransformer, T5355944B","38.96465358","-104.6442915","","12470","5000","27500000","SXFM-504","false","","","","B","30064771113"
"8589934854","M1047507-L2820531","","","","12470","5000","27500000","LINE-175","false","","","","ABC","30064771113"
"25769803801","LoadTransformer, T226192936B","38.95828545","-104.6539434","","12470","5000","27500000","SXFM-762","false","","","","B","30064771113"
"8589934855","M1069500-M1047574","","","","12470","5000","27500000","LINE-176","false","","","","ABC","30064771113"
"8589934856","M1026858-M1026854","","","","12470","5000","27500000","LINE-177","false","","","","ABC","30064771113"
"8589934857","L3181545-N1138603","","","","12470","5000","27500000","LINE-178","false","","","","ABC","30064771113"
"25769803802","LoadTransformer, T226193702C","38.93688622","-104.6662082","","12470","5000","27500000","SXFM-1166","false","","","","C","30064771113"
"8589934858","L2991939-L3216367","","","","12470","5000","27500000","LINE-179","false","","","","ABC","30064771113"
"25769803803","LoadTransformer, T5337652B","38.95086858","-104.6645167","","12470","5000","27500000","SXFM-709","false","","","","B","30064771113"
"25769803804","LoadTransformer, T5337648B","38.95013479","-104.6649319","","12470","5000","27500000","SXFM-359","false","","","","B","30064771113"
"8589934859","N1138603-L3125349","","","","12470","5000","27500000","LINE-180","false","","","","ABC","30064771113"
"25769803805","LoadTransformer, T226193698C","38.93619709","-104.6667947","","12470","5000","27500000","SXFM-1098","false","","","","C","30064771113"
"8589934860","M1047528-L2858166","","","","12470","5000","27500000","LINE-181","false","","","","ABC","30064771113"
"25769803806","LoadTransformer, T226192994A","38.960214","-104.6560027","","12470","5000","27500000","SXFM-1097","false","","","","A","30064771113"
"8589934861","M1047574-L2841632","","","","12470","5000","27500000","LINE-182","false","","","","ABC","30064771113"
"25769803807","LoadTransformer, T5338972B","38.96204494","-104.6610351","","12470","5000","27500000","SXFM-649","false","","","","B","30064771113"
"8589934862","M1047577-M1047592","","","","12470","5000","27500000","LINE-183","false","","","","ABC","30064771113"
"8589934863","M1047592-M3763619","","","","12470","5000","27500000","LINE-184","false","","","","ABC","30064771113"
"8589934864","M1047484-L3010560","","","","12470","5000","27500000","LINE-185","false","","","","ABC","30064771113"
"25769803808","LoadTransformer, T5338955B","38.95369909","-104.6613808","","12470","5000","27500000","SXFM-985","false","","","","B","30064771113"
"8589934865","L2822871-M1026872","","","","12470","5000","27500000","LINE-186","false","","","","ABC","30064771113"
"25769803809","LoadTransformer, T5355840B","38.96543687","-104.6425159","","12470","5000","27500000","SXFM-828","false","","","","B","30064771113"
"8589934866","L2935549-M1069420","","","","12470","5000","27500000","LINE-187","false","","","","ABC","30064771113"
"25769803810","LoadTransformer, T5337668B","38.94410312","-104.6659355","","12470","5000","27500000","SXFM-855","false","","","","B","30064771113"
"8589934867","Q14411-M1069428","","","","12470","5000","27500000","LINE-188","false","","","","ABC","30064771113"
"8589935456","Switch, LN4625680_sw","38.94648419797514","-104.72096487879753","","12470","5000","27500000","SW-24","false","","","","ABC","30064771113"
"8589934868","M1026905-M1026907","","","","12470","5000","27500000","LINE-189","false","","","","ABC","30064771113"
"8589934869","M1047548-M1047552","","","","12470","5000","27500000","LINE-190","false","","","","ABC","30064771113"
"8589934870","L2879070-L3216345","","","","12470","5000","27500000","LINE-191","false","","","","ABC","30064771113"
"25769803811","LoadTransformer, T5338934B","38.96325738","-104.6509396","","12470","5000","27500000","SXFM-371","false","","","","B","30064771113"
"25769803812","LoadTransformer, T5338933B","38.96357133","-104.6502004","","12470","5000","27500000","SXFM-399","false","","","","B","30064771113"
"8589934871","M1069424-L2935549","","","","12470","5000","27500000","LINE-192","false","","","","ABC","30064771113"
"8589934872","L3143999-M1069350","","","","12470","5000","27500000","LINE-193","false","","","","ABC","30064771113"
"25769803813","LoadTransformer, T226193696A","38.93504424","-104.6672643","","12470","5000","27500000","SXFM-75","false","","","","A","30064771113"
"8589934873","N1139260-L2925506","","","","12470","5000","27500000","LINE-194","false","","","","ABC","30064771113"
"8589934874","L2820531-N1137992","","","","12470","5000","27500000","LINE-195","false","","","","ABC","30064771113"
"8589934875","N1138598-M1069376","","","","12470","5000","27500000","LINE-196","false","","","","ABC","30064771113"
"8589934876","M1047490-L2726973","","","","12470","5000","27500000","LINE-197","false","","","","ABC","30064771113"
"25769803814","LoadTransformer, T226192926A","38.95465857","-104.6565914","","12470","5000","27500000","SXFM-921","false","","","","A","30064771113"
"8589934877","L3235254-M1026855","","","","12470","5000","27500000","LINE-198","false","","","","ABC","30064771113"
"25769803815","LoadTransformer, T5441331C","38.96404968","-104.6489453","","12470","5000","27500000","SXFM-91","false","","","","C","30064771113"
"8589934878","N1144668-M4113347","","","","12470","5000","27500000","LINE-199","false","","","","ABC","30064771113"
"8589934879","L2766741-M1069382","","","","12470","5000","27500000","LINE-200","false","","","","ABC","30064771113"
"25769803816","LoadTransformer, T21386754A","38.93846749","-104.6658051","","12470","5000","27500000","SXFM-206","false","","","","A","30064771113"
"8589934880","M1047486-M1047484","","","","12470","5000","27500000","LINE-201","false","","","","ABC","30064771113"
"8589934881","L2822877-N1138598","","","","12470","5000","27500000","LINE-202","false","","","","ABC","30064771113"
"25769803817","LoadTransformer, T5337672B","38.93758248","-104.6656535","","12470","5000","27500000","SXFM-932","false","","","","B","30064771113"
"8589934882","M1069483-M1069481","","","","12470","5000","27500000","LINE-203","false","","","","ABC","30064771113"
"8589934883","L3103822-M1047577","","","","12470","5000","27500000","LINE-204","false","","","","ABC","30064771113"
"25769803818","LoadTransformer, T228665517C","38.96144809","-104.6535084","","12470","5000","27500000","SXFM-822","false","","","","C","30064771113"
"8589934884","M1047483-M1047480","","","","12470","5000","27500000","LINE-205","false","","","","ABC","30064771113"
"8589934885","Q14733-M1047568","","","","12470","5000","27500000","LINE-206","false","","","","ABC","30064771113"
"8589935442","Switch, LN4641075_sw","38.94648419797514","-104.72096487879753","","12470","5000","27500000","SW-10","false","","","","ABC","30064771113"
"8589934886","M1047534-N1136663","","","","12470","5000","27500000","LINE-207","false","","","","ABC","30064771113"
"8589934887","N1138599-L3181545","","","","12470","5000","27500000","LINE-208","false","","","","ABC","30064771113"
"8589934888","190-8593-D5860423-3_INT","","","","12470","5000","27500000","LINE-209","false","","","","ABC","30064771113"
"38654705666","Regulator, VREG2_A","38.96188304329206","-104.6608775237106","","12470","5000","27500000","VR-20","false","","","","ABC","30064771113"
"38654705667","Regulator, VREG2_B","38.96188304329206","-104.6608775237106","","12470","5000","27500000","VR-21","false","","","","ABC",""
"38654705668","Regulator, VREG2_C","38.96188304329206","-104.6608775237106","","12470","5000","27500000","VR-24","false","","","","ABC",""
"8589934889","M1026861-M1026858","","","","12470","5000","27500000","LINE-210","false","","","","ABC","30064771113"
"8589934890","M1069420-M4277837","","","","12470","5000","27500000","LINE-211","false","","","","ABC","30064771113"
"8589934891","L2841632-regxfmr_190-8593","","","","12470","5000","27500000","LINE-212","false","","","","ABC","30064771113"
"8589934892","M1069311-M1069310","","","","12470","5000","27500000","LINE-213","false","","","","ABC","30064771113"
"8589934893","L3010560-M1047483","","","","12470","5000","27500000","LINE-214","false","","","","ABC","30064771113"
"8589934894","196-29519-L3066815","","","","12470","5000","27500000","LINE-215","false","","","","ABC","30064771113"
"25769803819","LoadTransformer, T5338936C","38.96080371","-104.6547125","","12470","5000","27500000","SXFM-698","false","","","","C","30064771113"
"8589934895","M1069350-N1144668","","","","12470","5000","27500000","LINE-216","false","","","","ABC","30064771113"
"8589934896","N1136666-M1047528","","","","12470","5000","27500000","LINE-217","false","","","","ABC","30064771113"
"8589934897","M1026896-P827525","","","","12470","5000","27500000","LINE-218","false","","","","ABC","30064771113"
"8589934898","M1026854-M1026852","","","","12470","5000","27500000","LINE-219","false","","","","ABC","30064771113"
"8589934899","L3120484-M1026896","","","","12470","5000","27500000","LINE-220","false","","","","ABC","30064771113"
"25769803820","LoadTransformer, T226191772C","38.96719206","-104.6410092","","12470","5000","27500000","SXFM-286","false","","","","C","30064771113"
"8589934900","N1138604-L3143999","","","","12470","5000","27500000","LINE-221","false","","","","ABC","30064771113"
"8589934901","N1138607-L3159448","","","","12470","5000","27500000","LINE-222","false","","","","ABC","30064771113"
"25769803821","LoadTransformer, T5337684A","38.9337311","-104.6673974","","12470","5000","27500000","SXFM-792","false","","","","A","30064771113"
"8589934902","M1069514-N1136657","","","","12470","5000","27500000","LINE-223","false","","","","ABC","30064771113"
"8589934903","M1069382-L2822877","","","","12470","5000","27500000","LINE-224","false","","","","ABC","30064771113"
"8589934904","L3066815-M1047548","","","","12470","5000","27500000","LINE-225","false","","","","ABC","30064771113"
"8589934905","M1047568-M1047558","","","","12470","5000","27500000","LINE-226","false","","","","ABC","30064771113"
"8589934906","L3160109-M1047497","","","","12470","5000","27500000","LINE-227","false","","","","ABC","30064771113"
"25769803822","LoadTransformer, T5338947B","38.95756249","-104.6545731","","12470","5000","27500000","SXFM-438","false","","","","B","30064771113"
"8589934907","Q16642_CAP-R42246","","","","12470","5000","27500000","LINE-228","false","","","","ABC","30064771113"
"17179869195","Capacitor, CAPBank0C","38.96465948464125","-104.66372053004477","","12470","5000","27500000","CAP-10","false","","","","C","30064771113"
"8589934908","N1136657-D6290228-6_INT","","","","12470","5000","27500000","LINE-229","false","","","","ABC","30064771113"
"8589935447","Switch, 2002200004991174_sw","38.94648419797514","-104.72096487879753","","12470","5000","27500000","SW-15","false","","","","ABC","30064771113"
"8589934909","M1069464-M1069461","","","","12470","5000","27500000","LINE-230","false","","","","ABC","30064771113"
"8589934910","M1069481-L2745848","","","","12470","5000","27500000","LINE-231","false","","","","ABC","30064771113"
"8589934911","M1047480-M1069483","","","","12470","5000","27500000","LINE-232","false","","","","ABC","30064771113"
"8589934912","M3768670-L3235254","","","","12470","5000","27500000","LINE-233","false","","","","ABC","30064771113"
"8589934913","N1136367-M1069515","","","","12470","5000","27500000","LINE-234","false","","","","ABC","30064771113"
"8589934914","L2858166-N1136667","","","","12470","5000","27500000","LINE-235","false","","","","ABC","30064771113"
"8589934915","L3235257-L2822871","","","","12470","5000","27500000","LINE-236","false","","","","ABC","30064771113"
"8589934916","M1047552-N1136669","","","","12470","5000","27500000","LINE-237","false","","","","ABC","30064771113"
"8589934917","M1069468-M1069464","","","","12470","5000","27500000","LINE-238","false","","","","ABC","30064771113"
"8589934918","M1069417-N1138597","","","","12470","5000","27500000","LINE-239","false","","","","ABC","30064771113"
"8589934919","L3216367-M1069468","","","","12470","5000","27500000","LINE-240","false","","","","ABC","30064771113"
"8589934920","M1069461-L2876798","","","","12470","5000","27500000","LINE-241","false","","","","ABC","30064771113"
"8589934921","L3122821-M1047486","","","","12470","5000","27500000","LINE-242","false","","","","ABC","30064771113"
"25769803823","LoadTransformer, T5338953B","38.95374851","-104.6589283","","12470","5000","27500000","SXFM-646","false","","","","B","30064771113"
"8589934922","M1026830-L2879070","","","","12470","5000","27500000","LINE-243","false","","","","ABC","30064771113"
"8589934923","M1069515-M1069514","","","","12470","5000","27500000","LINE-244","false","","","","ABC","30064771113"
"8589934924","L3159448-M1069311","","","","12470","5000","27500000","LINE-245","false","","","","ABC","30064771113"
"8589934925","M1026902-M1026905","","","","12470","5000","27500000","LINE-246","false","","","","ABC","30064771113"
"8589934926","M1047522-M1047521","","","","12470","5000","27500000","LINE-247","false","","","","ABC","30064771113"
"8589934927","Q14413-M1026886","","","","12470","5000","27500000","LINE-248","false","","","","ABC","30064771113"
"8589935458","Switch, LN4625713_sw","38.94648419797514","-104.72096487879753","","12470","5000","27500000","SW-26","false","","","","ABC","30064771113"
"8589934928","L2673308-L2991939","","","","12470","5000","27500000","LINE-249","false","","","","ABC","30064771113"
"8589934929","M1069419-M1069418","","","","12470","5000","27500000","LINE-250","false","","","","ABC","30064771113"
"8589934930","L2766749-D5956499-2_INT","","","","12470","5000","27500000","LINE-251","false","","","","ABC","30064771113"
"25769803824","LoadTransformer, T5337661B","38.94629201","-104.6664989","","12470","5000","27500000","SXFM-908","false","","","","B","30064771113"
"8589934931","N1137992-196-29520","","","","12470","5000","27500000","LINE-252","false","","","","ABC","30064771113"
"8589934932","196-29520-L3160109","","","","12470","5000","27500000","LINE-253","false","","","","ABC","30064771113"
"8589934933","M1026852-L3197646","","","","12470","5000","27500000","LINE-254","false","","","","ABC","30064771113"
"8589934934","M1026872-D5502543-2_INT","","","","12470","5000","27500000","LINE-255","false","","","","ABC","30064771113"
"8589934935","L2822872-M1047490","","","","12470","5000","27500000","LINE-256","false","","","","ABC","30064771113"
"8589934936","L3125349-N1138604","","","","12470","5000","27500000","LINE-257","false","","","","ABC","30064771113"
"8589934937","M1069376-N1138599","","","","12470","5000","27500000","LINE-258","false","","","","ABC","30064771113"
"8589934938","M3763619-M1026830","","","","12470","5000","27500000","LINE-259","false","","","","ABC","30064771113"
"8589934939","L2691967-M1069504","","","","12470","5000","27500000","LINE-260","false","","","","ABC","30064771113"
"25769803825","LoadTransformer, T5338976B","38.96439461","-104.6634457","","12470","5000","27500000","SXFM-1061","false","","","","B","30064771113"
"8589934940","M1069438-L2766749","","","","12470","5000","27500000","LINE-261","false","","","","ABC","30064771113"
"8589934941","M1047485-L3122821","","","","12470","5000","27500000","LINE-262","false","","","","ABC","30064771113"
"8589934942","N1136669-L3103822","","","","12470","5000","27500000","LINE-263","false","","","","ABC","30064771113"
"8589934943","R42246-L2691967","","","","12470","5000","27500000","LINE-264","false","","","","ABC","30064771113"
"8589934944","M1047558-M1047550","","","","12470","5000","27500000","LINE-265","false","","","","ABC","30064771113"
"8589934945","M1026886-L3120484","","","","12470","5000","27500000","LINE-266","false","","","","ABC","30064771113"
"8589934946","M1047526-N1136666","","","","12470","5000","27500000","LINE-267","false","","","","ABC","30064771113"
"8589934947","L3216345-M3768670","","","","12470","5000","27500000","LINE-268","false","","","","ABC","30064771113"
"8589934948","M4113347-N1138607","","","","12470","5000","27500000","LINE-269","false","","","","ABC","30064771113"
"8589934949","N1136663-M1047522","","","","12470","5000","27500000","LINE-270","false","","","","ABC","30064771113"
"8589934950","M1047550-M1047534","","","","12470","5000","27500000","LINE-271","false","","","","ABC","30064771113"
"8589934951","M4277837-M1069419","","","","12470","5000","27500000","LINE-272","false","","","","ABC","30064771113"
"8589934952","M1069457-N1139260","","","","12470","5000","27500000","LINE-273","false","","","","ABC","30064771113"
"8589934953","M1026851-L3235257","","","","12470","5000","27500000","LINE-274","false","","","","ABC","30064771113"
"8589934954","M1069411-L2766741","","","","12470","5000","27500000","LINE-275","false","","","","ABC","30064771113"
"8589934955","P827525-M1026902","","","","12470","5000","27500000","LINE-276","false","","","","ABC","30064771113"
"8589934956","M1069428-M1069424","","","","12470","5000","27500000","LINE-277","false","","","","ABC","30064771113"
"8589934957","L2726973-M1047485","","","","12470","5000","27500000","LINE-278","false","","","","ABC","30064771113"
"8589934958","N1138597-M1069411","","","","12470","5000","27500000","LINE-279","false","","","","ABC","30064771113"
"8589934959","M1047521-M1047526","","","","12470","5000","27500000","LINE-280","false","","","","ABC","30064771113"
"8589934960","M1186065-P829977","","","","12470","5000","27500000","LINE-281","false","","","","ABC","30064771113"
"8589934961","M1026808-M1026807","","","","12470","5000","27500000","LINE-282","false","","","","ABC","30064771113"
"8589934962","M1026744-N1140817","","","","12470","5000","27500000","LINE-283","false","","","","ABC","30064771113"
"8589934963","M1026690-L2879078","","","","12470","5000","27500000","LINE-284","false","","","","ABC","30064771113"
"25769803826","LoadTransformer, T21399229A","38.94679521","-104.6401288","","12470","5000","27500000","SXFM-522","false","","","","A","30064771113"
"8589934964","L3139366-M4362177","","","","12470","5000","27500000","LINE-285","false","","","","ABC","30064771113"
"25769803827","LoadTransformer, T226264795A","38.93646354","-104.7134968","","12470","5000","27500000","SXFM-1133","false","","","","A","30064771113"
"8589934965","M1026709-M1026701","","","","12470","5000","27500000","LINE-286","false","","","","ABC","30064771113"
"8589934966","M1026997-M1027000","","","","12470","5000","27500000","LINE-287","false","","","","ABC","30064771113"
"8589934967","N1140521-L3254217","","","","12470","5000","27500000","LINE-288","false","","","","ABC","30064771113"
"25769803828","LoadTransformer, T21399112C","38.95646755","-104.6506835","","12470","5000","27500000","SXFM-1132","false","","","","C","30064771113"
"8589934968","M1026769-L2841633","","","","12470","5000","27500000","LINE-289","false","","","","ABC","30064771113"
"25769803829","LoadTransformer, T5293645A","38.9522043","-104.6489825","","12470","5000","27500000","SXFM-473","false","","","","A","30064771113"
"8589934969","M1026807-N1140521","","","","12470","5000","27500000","LINE-290","false","","","","ABC","30064771113"
"8589934970","M1026970-M1026977","","","","12470","5000","27500000","LINE-291","false","","","","ABC","30064771113"
"8589934971","L2879078-M1026681","","","","12470","5000","27500000","LINE-292","false","","","","ABC","30064771113"
"8589934972","M1027000-L2916608","","","","12470","5000","27500000","LINE-293","false","","","","ABC","30064771113"
"25769803830","LoadTransformer, T5321852C","38.98373814","-104.6414261","","12470","5000","27500000","SXFM-1036","false","","","","C","30064771113"
"8589934973","M1026960-M1026970","","","","12470","5000","27500000","LINE-294","false","","","","ABC","30064771113"
"8589934974","M1026701-M1026697","","","","12470","5000","27500000","LINE-295","false","","","","ABC","30064771113"
"8589934975","M4362177-M1186052","","","","12470","5000","27500000","LINE-296","false","","","","ABC","30064771113"
"8589934976","M1026697-M1026690","","","","12470","5000","27500000","LINE-297","false","","","","ABC","30064771113"
"8589934977","M1108387-M1108398","","","","12470","5000","27500000","LINE-298","false","","","","ABC","30064771113"
"8589934978","M1026984-M1026986","","","","12470","5000","27500000","LINE-299","false","","","","ABC","30064771113"
"8589934979","M1089143-M1089145","","","","12470","5000","27500000","LINE-300","false","","","","ABC","30064771113"
"8589934980","M1026726-L2814529","","","","12470","5000","27500000","LINE-301","false","","","","ABC","30064771113"
"25769803833","LoadTransformer, T28120126A","38.94929609","-104.6435404","","12470","5000","27500000","SXFM-445","false","","","","A","30064771113"
"25769803832","LoadTransformer, T28120126B","38.94929609","-104.6435404","","12470","5000","27500000","SXFM-447","false","","","","B","30064771113"
"25769803831","LoadTransformer, T28120126C","38.94929609","-104.6435404","","12470","5000","27500000","SXFM-449","false","","","","C","30064771113"
"8589934981","L3048221-D5835167-6_INT","","","","12470","5000","27500000","LINE-302","false","","","","ABC","30064771113"
"25769803834","LoadTransformer, T21399305A","38.94605119","-104.6392971","","12470","5000","27500000","SXFM-804","false","","","","A","30064771113"
"8589935457","Switch, LN4625876_sw","38.94648419797514","-104.72096487879753","","12470","5000","27500000","SW-25","false","","","","ABC","30064771113"
"8589934982","M1026702-L2729414","","","","12470","5000","27500000","LINE-303","false","","","","ABC","30064771113"
"25769803835","LoadTransformer, T5293655B","38.94769381","-104.6468106","","12470","5000","27500000","SXFM-706","false","","","","B","30064771113"
"25769803836","LoadTransformer, T5293655A","38.94769381","-104.6468106","","12470","5000","27500000","SXFM-707","false","","","","A","30064771113"
"25769803837","LoadTransformer, T5293655C","38.94769381","-104.6468106","","12470","5000","27500000","SXFM-711","false","","","","C","30064771113"
"8589934983","N1140817-L3235258","","","","12470","5000","27500000","LINE-304","false","","","","ABC","30064771113"
"25769803839","LoadTransformer, T5293652C","38.95020034","-104.6484683","","12470","5000","27500000","SXFM-169","false","","","","C","30064771113"
"25769803840","LoadTransformer, T5293652B","38.95020034","-104.6484683","","12470","5000","27500000","SXFM-170","false","","","","B","30064771113"
"25769803838","LoadTransformer, T5293652A","38.95020034","-104.6484683","","12470","5000","27500000","SXFM-172","false","","","","A","30064771113"
"8589934984","L3254237-M1108387","","","","12470","5000","27500000","LINE-305","false","","","","ABC","30064771113"
"25769803841","LoadTransformer, T21482181A","38.95085742","-104.6811227","","12470","5000","27500000","SXFM-49","false","","","","A","30064771113"
"8589934985","M1026977-M1026978","","","","12470","5000","27500000","LINE-306","false","","","","ABC","30064771113"
"8589934986","M1026681-L3048221","","","","12470","5000","27500000","LINE-307","false","","","","ABC","30064771113"
"8589934987","M1026708-M1026709","","","","12470","5000","27500000","LINE-308","false","","","","ABC","30064771113"
"8589934988","M1089145-L3215385","","","","12470","5000","27500000","LINE-309","false","","","","ABC","30064771113"
"25769803844","LoadTransformer, T21384099C","38.92618367","-104.6789759","","12470","5000","27500000","SXFM-511","false","","","","C","30064771113"
"25769803842","LoadTransformer, T21384099A","38.92618367","-104.6789759","","12470","5000","27500000","SXFM-512","false","","","","A","30064771113"
"25769803843","LoadTransformer, T21384099B","38.92618367","-104.6789759","","12470","5000","27500000","SXFM-513","false","","","","B","30064771113"
"8589934989","L2851933-L3207907","","","","12470","5000","27500000","LINE-310","false","","","","ABC","30064771113"
"25769803846","LoadTransformer, T21393643B","38.94887475","-104.6439386","","12470","5000","27500000","SXFM-140","false","","","","B","30064771113"
